word,translate
stir,v.搅拌，搅动；煽动，鼓动；动，摇动
insult,vt.侮辱，凌辱n.侮辱，凌辱<
escort,vt.护卫，护送n.护卫者，护送者
appal,vt.使惊骇，使恐怖
craft,n.工艺，手艺；技巧；飞机；飞船；行业
existence,n.存在，实在；生存，生活
threshold,n.门槛；入门，开端
axis,n.轴；坐标轴，构图中心线
portfolio,n.公文包；文件夹；作品集；投资组合
defendant,n.被告
desolate,adj.荒凉的A；孤独凄凉的vt.使荒芜
coarse,adj.粗糙的，粗劣的；粗鲁的，粗俗的
evade,vt.逃避，躲避，躲开；回避
exaggerate,v.夸大，夸张
streamline,adj.流线型的
imply,vt.意指，含…意思；暗示；表明
offset,n.分支；补偿vt.抵消，补偿
capture,n.捕获，俘虏vt.捕获，俘虏；引起注意，吸引住
coward,n.懦夫，胆怯者
qualification,n.资格，合格；技能；限定，条件；合格证
sequence,n.先后，次序；连续，数列
provision,n.供应，供应品；准备，预备；条款，规定A；给养，口粮
recruit,v.招募，招收n.新兵；新成员
thrust,v.刺，戳，插入n.推力；刺，戳，插入
mud,n.泥，泥浆
mug,n.大杯vt.对…行凶抢劫
commence,v.开始
insure,vt.给…上保险；保证
commonplace,adj.平凡的；陈腐的
platform,n.台，平台A；站台，月台；政纲，党纲
parameter,n.参数
extinct,adj.灭绝的；熄灭了的
opaque,adj.不透明的；难理解的，晦涩的
grave,adj.严肃的，庄重的n.坟墓
advantage,v.有利于，有益于n.优点，长处；有利条件<；利益，好处
humid,adj.湿的，湿气重的
controversy,n.争论，辩论
command,v.命令；指挥，统率n.命令，指令；统帅；指挥；掌握，运用能力
compulsory,adj.强制的；义务的；必修的<
dessert,n.正餐后的水果或甜食
swarm,vi.云集；充满n.群，蜂群
anticipate,vt.预期，期望；预料
variable,adj.易变的，多变的<；可变的，变量的n.变量
temple,n.庙宇，神殿，寺；太阳穴
detach,vt.分开，拆开
fabricate,vt.捏造，编造；建造，制造
exception,n.例外，除外
temporary,adj.暂时的，临时的
habitat,n.栖息地；住处
desperate,adj.绝望的；不顾一切的，拼死的
leading,adj.处于领导地位的，前列的；首位的，领衔的；最主要的
awful,adj.极度的，极坏的，糟糕的；威严的，可怕的
ego,n.自我；自负“
laptop,n.便携式电脑
urge,vt.力劝，催促；强烈希望；鼓励，促进n.强烈欲望，迫切要求
handy,adj.手边的，近便的；方便的
via,prep.经，通过
anguish,v.极度痛苦n.极度痛苦
enclosure,n.围住，圈起；围场，四周有篱笆的场地；附件
famine,n.饥荒，饥馑
gramme,n.克
visual,adj.看的；视觉的<
absent,adj.缺席，不在场；缺乏的；漫不经心的
empire,n.帝国
utilise,vt.利用
educate,vt.教育，培养，训练
fairy,n.小仙子，小精灵
upgrade,vt.提升，使升级<
instruct,vt.教，教授；命令，指示
mayor,n.市长
agreeable,adj.惬意的，令人愉快的；易相处的；同意的
biased,adj.有偏见的；结果偏倚的
merchant,n.商人，零售商
economy,n.节约；经济
community,n.同一地区的全体居民；社会，社区<；共同体
version,n.型，版本；译本，译文；说法，描述
bronze,n.青铜；青铜制品
orchard,n.果园
selection,n.选择，挑选；选集，精选物
conception,n.概念，观念；设想，构想
detain,vt.扣留，拘留；耽搁
aboard,adv.在船上，上船prep.在上，上
detail,n.细节，详情vt.详述
appropriate,adj.适当的，恰如其分的
beware,vi.当心，谨防
symphony,n.交响乐，交响曲；和谐，协调
eloquent,adj.雄辩的，有说服力的；动人的，意味深长的
optimistic,adj.乐观的
submarine,adj.水底的，海底的n.潜水艇
particle,n.粒子，微粒；小品词，虚词
naughty,adj.顽皮的，淘气的；猥亵的
behavior,n.行为，举止；特性；运转情况A
stagnant,adj.因停滞或不流动而发臭的；不景气的
minimize,vt.使减到最少，使降到最低
descend,v.下来，下降
density,n.密集，密度，浓度
logical,adj.逻辑的，符合逻辑的
slam,v.砰地关上；猛力拉，砰地放下；猛烈抨击n.砰的一声
weird,adj.古怪的，离奇的；怪诞的，神秘的
characterize,vt.表示…的特性；描述…的特性
descent,n.下降，降下；斜坡；血统，家世
ridiculous,adj.荒谬的，可笑的
refute,vt.反驳，驳斥<
severe,adj.严厉的，严格的；剧烈的，严重的；严峻的，艰难的
exemplify,vt.举例证明；是…的榜样
emerge,vi.浮现，出现，显现<
lease,n.租约，租期vt.出租
exploit,vt.开拓，开发
slap,n./
brandy,n.白兰地酒
anniversary,n.周年
evidence,v.证明，表明n.根据，证据；形迹，迹象
historical,adj.历史的，有关历史的
fling,vt.扔，抛，丢
stun,vt.把…打昏；使…昏迷；使…震惊，使…目瞪口呆
repetition,n.重复，反复
autonomy,n.自治，自治权；人身自由，自主权
cottage,n.村舍，小屋；小别墅
microphone,n.话筒，扩音器
melon,n.瓜，甜瓜
female,adj.女的；雌的
surrender,v.投降；放弃
exquisite,adj.优美的，优雅的，精致的；强烈的，剧烈的；敏锐的，敏感的A
collide,vi.碰撞；冲突；抵触
cardinal,adj.最重要的n.红衣主教
jail,n.监狱，拘留所vt.监禁某人
typewriter,n.打字机
volume,n.容积，体积；容量；卷，册；书；音量；响度
guideline,n.指导方针，准则
loose,adj.松的，肥大的
indignant,adj.愤慨的，愤愤不平的
decimal,adj.十进位的；小数的n.小数
ventilate,vt.使通风，换气；给…装通风设备
private,adj.私人的，个人的<；秘密的，私下的
baggage,n.行李
breakdown,n.垮，衰竭；损坏；故障；倒塌
stretch,vi.伸，延vt.拉长n.一段时间；一段距离；延伸，连绵；连绵的一片
accomplish,vt.完成；实现
engine,n.发动机，引擎；火车头
constituent,adj.形成的，组成的n.成分，要素
irritate,vt.激怒，使恼火，使急躁；刺激A
responsible,adj.应负责的，有责任的；可靠的，可信赖的；责任重大的，重要的
medal,n.奖章，勋章，纪念章
linen,n.亚麻布，亚麻布制品
bullet,n.子弹，枪弹
liner,n.班机，班轮
illuminate,vt.照亮，照明
toil,v.艰难地进行，费力地做n.艰辛，辛苦
slippery,adj.滑的，滑溜的；狡猾的
forum,n.论坛，讨论会
significance,n.意义，重要性
scissors,n.剪子
contempt,n.轻蔑，藐视<
horizon,n.地平线；范围；眼界，见识
environment,n.环境，外界
sweat,v.出汗n.汗
progressive,adj.进步的，先进的；前进的
betray,vt.背叛，出卖；暴露，流露，泄露
deliberate,adj.深思熟虑的；故意的
swear,vi.诅咒，骂人v.宣誓，发誓
shaft,n.轴；杆状物A
atmosphere,n.大气；大气压；空气；气氛，环境
decorate,vt.装饰，装潢；授勋
electrician,n.电气专家；电工
career,n.生涯，经历；职业，专业
copyright,n.版权vt.获得…的版权
occupation,n.占领，占据；占用；职业，工作
release,vt.释放，解放；发表，发行<n.发表，发布
charter,vt.租船，租车An.宪章；契约
slim,vi.减轻体重，变苗条adj.苗条的；薄的；少的，小的
purify,vt.使纯净，提纯
liberate,vt.解放，释放<
toll,n.过路费；伤亡人数，损失vt.征收；敲
moral,adj.道德的，道义的<n.道德，伦理；寓意，教育意义
vs.,prep.与…相对，与…相比；以…为对手，对
aspire,vi.向往，有志于
normalization,n.正常化；标准化
explode,v.爆炸，爆发
outbreak,n.爆发
nap,n.小睡，打盹
manipulate,vt.操作，控制；操纵，控制，影响
contradict,v.反驳<；同…矛盾，同…抵触
practitioner,n.开业者，从业者
anyhow,adv.不管怎样，无论如何；不论用何种办法<
specify,vt.具体指定；详细说明
allegiance,n.拥护；忠诚
forth,adv.向前；向外
submerge,vi.潜入vt.沉没，淹没
converge,vi.会合；互相靠拢；聚集，集中；趋近
compose,vi.创作vt.组成，构成；由…组成A
supersonic,adj.超音速的，超音的<
tone,n.音调，音色；色调；风气；气氛；腔调，语气
characterise,vt.表示…的特性；描述…的特性
cell,n.细胞；小囚房；蜂房；电池
swell,v.膨胀，增大，隆起
remind,vt.提醒，使想起
crude,adj.天然的，未加工的；粗糙的；初步的，不成熟的；粗鲁的，粗野的
withstand,vt.抵抗，经受住<
valid,adj.有效的；合理的，有根据的
inertia,n.不活动，惰性；惯性<
vacuum,v.收集n.真空；真空吸尘器<
era,n.时代，年代；阶段；纪元
morality,n.道德；美德
administer,vt.掌管，料理…的事务；实施，执行；给予，投
transplant,vt.移植
deficit,n.赤字，逆差
elegant,adj.优雅的，优美的；精致的；极好的，一流的
shark,n.鲨鱼
linger,vi.逗留，闲荡，徘徊；磨蹭，拖延
tomb,n.坟，冢
slit,vt.切开，截开，纵割<n.细长裂缝，狭长切口
overpass,n.过街天桥
slip,vi.滑，滑倒，滑落；溜走n.疏忽，小错，口误，笔误；纸片，纸条
species,n.种，种类
temperament,n.性情；气质
anchor,v.抛锚，停泊n.锚
preceding,adj.在前的，在先的
logic,n.逻辑；逻辑学A
quench,vt.熄灭，扑灭；解
eyesight,n.视力
screen,n.屏幕，屏风；帘Avt.掩蔽；包庇；筛选
aerial,adj.空中的；航空的<n.天线
naked,adj.裸体的；无遮蔽的；无掩饰的
trial,n.审讯；试验；考验
undertake,vt.承担，担任<；许诺，保证；着手，从事
bureau,n.署，局，司，处
moist,adj.潮湿的，湿润的
cable,vi.拍电报n.电报；电缆；索，钢丝绳；有线电视
nasty,adj.肮脏的，卑劣的，下流的；令人厌恶的
intense,adj.强烈的，剧烈的；极度的<；热烈的，热情的A
estate,n.地产，房地产
articulate,adj.善于表达的vt.清晰明白地说
brass,n.黄铜，铜器
spicy,adj.味道浓厚的；辛辣的；香的；多香料的；有刺激性的；有趣味的
rigorous,adj.严密的，缜密的；严格的，严厉的；严峻的
yell,vi.叫喊
tribe,n.部落；宗族
activate,vt.使活动；启动，激活
strenuous,adj.费劲的，费力的；辛苦的，艰苦的；精力充沛的，积极的，热心的
detector,n.探测器
boundary,n.分界线，边界<
endow,vt.资助，捐赠；赋予
financial,adj.财政的；金融的<
respective,adj.各自的，各个的
slot,v.把…纳入其中；使有位置；把…放入狭长开口中n.狭缝，狭槽；位置；空位
harden,v.变硬
eve,n.前夜，前夕
pronoun,n.代词
define,vt.给…下定义；限定，规定
dictate,v.口述；听写；命令
render,vt.使得，致使；提出，提供，呈报
frontier,n.国境，边境，边陲<；尖端；新领域
manifest,adj.明白的，明了的vt.表明，证明，显示
relieve,vt.减轻，解除，减少；换班，换岗
endeavor,vi.努力，尽力；力图n.努力，尽力；力图
quartz,n.石英
drawer,n.画家；抽屉
adjacent,adj.邻近的，毗连的
requirement,n.需要，需要的东西，要求
transport,vt.运输，运送，搬运n.运输，运送；运输系统；运载工具
specific,adj.明确的，具体的；特定的，特有的
engage,v.从事于，参加；订婚；引起；吸引；聘用
appetite,n.食欲，胃口；欲望；爱好；要求
strategy,n.战略，策略
remainder,n.剩余物；其余的人；余数，余项
revolve,v.旋转
territory,n.领土，版图；领域，范围A
clumsy,adj.笨拙的，愚笨的
summon,vt.召唤；召集；【律】传讯，传唤；使出；鼓起，振作
flare,vi.闪耀，闪烁；突然烧起来；突然发怒n.闪耀，闪烁
maintain,vt.维修；保养；维持，保持<；坚持，主张，支持
shift,v.替换；转移；移动n.转移；转换，转变；班，班
couch,n.睡椅，长沙发椅
echo,vi.产生回声，产生回响n.回声；反响；共鸣
expertise,n.专门知识，专长
bargain,v.议价；成交n.廉价货；交易；契约，合同
professional,adj.职业的；专业的，专门的<n.专业人员
despatch,vt.派遣，调遣；发送n.急件，快信；新闻报道
pearl,n.珍珠A
remain,v.剩下，余留；仍然是，依旧是；保持不变
amaze,vt.使惊奇，使惊愕，使惊叹
toss,v.摇摆，颠簸；向上扔；辗转反侧
mystery,n.神秘；神秘的事物A；神秘小说，侦探小说
deposit,vt.沉淀；付；存放；储蓄n.存款；保证金；沉积物
dissipate,v.驱散；浪费；挥霍A
rotten,adj.腐烂的，腐朽的
flash,vi.闪光，闪亮n.闪光，闪现Avt.闪现
skillful,adj.灵巧的，娴熟的
disturbance,n.动乱，骚乱；干扰A<
simultaneous,adj.同时的，同时存在的A
guarantee,n.保证；保证书Avt.保证，担保
recommend,vt.推荐，介绍；劝告，建议
default,vi.不履行义务；拖欠n.违约，拖欠；弃权
helicopter,n.直升机
tropic,n.回归线
waterfall,n.瀑布
beverage,n.饮料
attribute,n.属性，品质，特征vt.把…归于；认为…是…所为A
mechanism,n.机械装置；机构A；物理过程；机理，机制；机能
cemetery,n.坟墓，公墓
genetic,adj.基因的，遗传的
triumph,vi.得胜，战胜n.胜利，成功
horror,n.恐怖；战栗
poison,n.毒物，毒药vt.放毒；〈喻〉毒害
gram,n.克
arouse,vt.唤醒，唤起；激起，引起
riot,vi.聚众闹事n.暴乱，骚乱；极度丰富
optimum,adj.最好的；最有利的
nest,vi.筑巢n.窝，巢
consensus,n.一致，一致同意
classic,adj.第一流的，不朽的；典型的n.杰作，名著
metric,adj.米制的，公制的
absolute,adj.绝对的，完全的
gossip,vi.传播流言蜚语；说长道短n.流言蜚语；说长道短的人
describe,v.描述，形容A
grab,v.抓；夺<n.抓；夺
suck,vt.吸，吮
slum,n.贫民窟，贫民区；陋巷
wealthy,adj.富裕的，丰富的
presently,adv.一会儿，不久；现在，目前
foam,vi.起泡沫n.泡沫
jazz,n.爵士乐
administration,n.管理，经营；行政；政府
dwell,vi.住，居留
incorporate,adj.合并的vt.合并，纳入；结合
boast,v.自夸，夸耀n.自夸；大话A
operator,n.操作人员；接线员
landlady,n.女房东；女地主
sophomore,n.二年级学生
counterpart,n.对应的人
segment,n.段；片；节；部分
stripe,n.条纹
pendulum,n.【物】摆；钟摆
sovereign,adj.拥有最高统治权的，至高无上的；独立自主的，具有独立主权的<n.君主，元首；统治
clothe,vt.穿衣，供给…衣服
imagine,vt.想象；设想，料想
cater,vi.迎合；提供饮食及服务
attractive,adj.有吸引力的；引起兴趣的；动人的
superb,adj.极好的，高质量的
duplicate,adj.复制的；二重的；二倍的n.复制品，副本vt.复写；复制；使加倍<
engineering,n.工程；工程学
decrease,v.减少，减小n.减少，减小
ignorance,n.无知，愚昧；不知道
trumpet,n.喇叭，小号
installment,n.分期付款，分期交付；一集；一期
trifle,n.少量，少许；小事，琐事；微不足道的东西vt.嬉耍<
migrate,vi.迁移，移居
Easter,n.复活节
submit,vi.服从，屈服Avt.呈送，提交A
import,vt.进口，输入n.进口，输入；进口商品，进口物资；要旨，含义；重要性
string,n.弦，线，细绳A；一串，一行vt.缚，捆；悬挂<
occupy,vt.占，占用；占据，占领；使忙碌，使从事
affluent,adj.丰富的；富裕的
intrude,v.侵入，闯入，打扰；把强加于
simplicity,n.简单，简易；朴素；直率，单纯A
snatch,v.攫取，抢夺n.攫取，抢夺
summit,n.最高点，峰顶，极点；峰会
perfume,n.香味，芳香；香水；香料vt.使散发香气；洒香水于
magnify,vt.放大，扩大A
redundant,adj.累赘的，冗长的；过剩的，多余的
conclusion,n.结束，终结；结论，推论
typist,n.打字员
durable,adj.持久的，耐久的n.耐用物品
impose,vt.征；处以；把…强加给
mammal,n.哺乳动物
statement,n.声明；陈述
trademark,n.商标
memorial,adj.记忆的；纪念的；追悼的n.纪念物；纪念碑；纪念馆
factor,n.因素，要素
delivery,n.传递，传送；交付；分娩
pinch,n.撮，微量；捏，掐；紧缺，短缺vt.捏，掐，拧，挟
rack,n.挂物架，搁物架vt.使痛苦，折磨
aural,adj.听觉的<
conquer,vt.征服，战胜；占领；克服，破除
sculpture,n.雕刻，雕塑<；雕刻作品，雕塑品
wax,n.蜡，蜂蜡vt.打蜡
sensation,n.感觉，知觉；激动；轰动；轰动一时的事情
urban,adj.城市的<
furthermore,adv.而且，此外
timely,adj.及时的，适时的
risk,vt.冒…的危险n.冒险；风险
flame,vi.发火焰，燃烧An.火焰，火苗；热情；光辉
discard,vt.丢弃，抛弃
subsidy,n.津贴，补助金
gage,n.标准尺寸，规格；量规，量表
modest,adj.谦虚的，谦让的；适度的
crush,n.压碎，压坏vt.压碎；压坏；压服，压垮
hatred,n.憎恨，憎恶，怨恨
electron,n.电子
embed,vt.把…嵌入
promising,adj.有希望的，有前途的
treason,n.谋反，通敌，叛国
counsel,vt.劝告，忠告n.劝告，忠告；法律顾问；辩护人
liver,n.肝，肝脏
probability,n.可能性，概率
suicide,n.自杀；自取灭亡
physiology,n.生理学
lofty,adj.高耸的；崇高的A；高傲的
explicit,adj.详述的，明确的；坦率的
utilize,vt.利用
prevail,vi.取胜，占优势；流行，盛行
browse,vi.吃嫩叶或草A；浏览n.嫩叶，嫩芽；吃草，放牧；浏览A
denial,n.否认；拒绝；拒绝给予
implicit,adj.不言明的，含蓄的；固有的；无疑问的；无保留的
portion,n.一部分，一份
futile,adj.无效的，无用的，无意义的；没出息的；琐碎的
connexion,n.联系，连接
supermarket,n.超级市场
hardship,n.艰难，困苦
confuse,vt.使混乱，混淆；使迷惑，使糊涂
tragic,adj.悲剧的，悲惨的
physician,n.内科医生
dial,v.拨号，打电话n.钟面，刻度盘，拨号盘
grin,n.露齿而笑，咧嘴笑
grip,v.紧握，抓紧n.握，抓紧
explore,v.勘探，探究，探索A
strawberry,n.草莓
climate,n.气候；风气，社会思潮
tentative,adj.尝试的，试验的
crust,n.外皮，壳；地壳
criticize,v.批评，评论
organization,n.组织，机构；体制，结构
width,n.宽度；宽阔，广阔
rage,n.愤怒；精神错乱
preside,vi.主持
economic,adj.经济的，经济学的<
statistics,n.统计数据；统计学
grim,adj.讨厌的，糟糕的；严厉的，冷酷的
stuff,n.原料，材料；东西vt.填满，塞满
offspring,n.子孙，后代；结果，产物
distinction,n.差别，区分
arrest,n./
widow,n.寡妇
fee,n.费；酬金
section,n.章节；部分；地区；部门，科A
malignant,adj.恶毒的；恶性的；致命的A
whip,n.鞭子Avt.抽打，鞭打；搅打，打成泡沫
rumor,n.传闻，谣言
overflow,v.外溢，溢出A
whale,n.鲸
provoke,vt.挑衅，激怒，招惹
threaten,vi.有…危险，预示凶兆Avt.恐吓，威胁
enrich,vt.使富足；使肥沃<；使充实、丰富；使更有意义A
strain,vi.尽力；用力推，用力拉n.过度的疲劳，紧张；张力，拉力vt.扭伤，拉伤；拉紧，扯紧<
licence,n.许可证，执照vt.准许，认可
hunt,v.打猎；猎取；搜索；寻找n.打猎，猎取；搜索；寻找
cellar,n.地窖，地下室
visible,adj.看得见的，可见的
intrigue,vi.密谋，施诡计vt.引起极大兴趣，激起…的好奇心，迷住n.阴谋，诡计，密谋
tangle,v.缠结，乱作一团n.乱糟糟的一堆；复杂的问题；困惑，混乱
orient,vt.定…的方位
handicap,vt.妨碍，使不利n.缺陷，残疾A；障碍，不利条件
survival,n.幸存，生存；幸存者；残存物
rail,n.栏杆，围栏
plea,n.恳求，请求；抗辩，答辩，辩护；借口，托辞
inner,adj.内部的，里面的；内心的
keen,adj.热心的，渴望的；敏锐的；头脑敏捷的；锋利的
nutrition,n.营养
cereal,n.谷物；谷类食品
indifferent,adj.冷漠的，不关心的；不积极的
overhaul,n.彻底检修；改革Avt.彻底检修；赶上，超过
cruise,vi.航游，巡航；缓慢巡行n.航游；游弋
eagle,n.鹰
elementary,adj.初等的；基本的
topic,n.话题，主题，题目
solemn,adj.庄严的，隆重的；严肃的
inhale,v.吸入，吸，吸气
perceive,vt.察觉，感知；理解，领悟
embarrass,vt.使窘迫，使为难
option,n.选择，选择权；选择的事物；选课
raid,n.袭击；侵袭
politics,n.政治，政治学；政纲；政见
acute,adj.敏锐的，尖锐的；急性的
kindergarten,n.幼儿园<
handbook,n.手册，指南
unexpected,adj.想不到的，意外的
crucial,adj.至关重要的，决定性的
contribute,v.贡献；捐助，捐献；投稿；有助于
generator,n.发电机，发生器
remark,vi.评论；谈论n.评语，议论，意见vt.注意到，察觉
endurance,n.忍耐；持久，耐久
microscope,n.显微镜
candidate,n.候选人，申请人；报考者
strive,vi.奋斗，努力<
intelligible,adj.可理解的，易领悟的；清楚的
parallel,adj.平行的，并联的<；相同的，类似的n.平行线；平行面A；类似，对比；相似物；纬线
cashier,n.收银员，出纳员A<
hospitality,n.好客，殷勤；款待
peanut,n.花生
diet,n.饮食，食物
blunder,vi.踉踉跄跄地走；乱闯<；犯错n.大错
breach,n.裂缝，缺口Avt.打破，裂开；违背
wit,n.智力，才智
handful,n.一把，一小撮；少数
bewilder,vt.使迷惑，难住
terminal,n.终点站；终端，接线端；计算机终端
a.,n.天主教徒
diminish,v.缩小，减少，递减
surpass,vt.超过，胜过<
reduction,n.减少，缩减
rake,n.耙子，耙机vt.耙；搜索；探索
unfold,v.展开，打开；显露，展现
extent,n.广度，宽度，长度；程度，限度
gaol,n.监狱，拘留所vt.监禁某人
conversely,adv.相反
sauce,n.酱汁，调味汁
hamburger,n.汉堡包，牛肉饼
colonial,adj.殖民的
warfare,n.战争；斗争；冲突
pension,n.养老金，年金
assumption,n.假定，设想；采取，承担；僭取
giant,adj.巨大的n.巨人；巨物
rank,n.军衔；社会阶层；排，横列vt.分等级，把…分类；排列A
outlet,n.出路；出口；渠道；发泄方法，排遣
waggon,n.运货马车；运货车；敞篷车厢
neglect,vt.忽视；疏忽，忽略；漏做n.忽视；疏忽，漏做
addition,n.加；加法；附加
cosmic,adj.宇宙的
gang,n.一帮，一群，一伙A
carve,v.刻
vein,n.静脉，血管；叶脉；纹理，纹路；方式，风格
shrink,v.起皱；收缩；退缩，畏缩
veil,v.用面纱掩盖；掩饰n.面纱，遮蔽物
hierarchy,n.等级制度；统治集团；领导者
ancestor,n.祖宗，祖先
textile,adj.纺织的n.纺织品
locality,n.位置，地点
peach,n.桃；桃树
proceeding,n.行动；进行；会议记录；学报
former,pron.前者adj.以前的，在前的
panic,n.恐慌，惊慌
extend,vt.延长，延伸；提供，给予
hurl,vt.猛投，猛冲；大声叫骂
ax,n.斧
folk,adj.民间的n.人们<
intermediate,adj.中间的，居间的；中级的n.中间体，媒介物
frank,adj.坦白的，直率的
consequently,adv.因而，所以
virus,n.病毒；有害影响
rape,vt.强奸n.强奸
metaphor,n.隐喻，暗喻
sudden,adj.突然的，意外的n.突然发生的事
nickname,n.绰号vt.给…起绰号
genre,n.体载，类型
scarcely,adv.几乎不，简直没有；刚刚<
panel,n.面，板A<；控制板，仪表盘；专门小组
humanity,n.人类；人性，人情；人文科学A
innovation,n.创新，革新，改革A
shutter,n.百叶窗；快门
alternate,vi.交替，轮流adj.交替的，轮流的
flu,n.流行性感冒
tropical,adj.热带的
plunge,v.投入；插进；陷入；猛冲n.投入，尝试
skeptical,adj.怀疑的A<
interview,vt.采访；面试n.接见，会见；采访；面试
naive,adj.天真的；幼稚的
essential,adj.必要的，必不可少的；本质的，基本的
expenditure,n.花费；支出，消耗
clarify,vt.澄清；阐明
furnace,n.炉子，熔炉
scarf,n.围巾；头巾
ditch,n.沟，渠，水沟
gasp,v.喘息；气喘吁吁地说<n.喘息，气喘A
scare,v.惊吓，受惊<n.惊恐，恐慌
thunder,vi.打雷，雷鸣n.雷；轰隆声vt.大声说，吼叫，喊出
fore,adj./
observe,vt.遵守，奉行；观察，注意到，看到
furnish,vt.供应，提供<；装备，布置
criticise,v.批评，评论
garment,n.衣服
rare,adj.稀有的，难得的，珍奇的；稀薄的，稀疏的
exclude,vt.拒绝，把…排除在外，排斥
criticism,n.批评，评论
enlighten,vt.启发，启蒙；教导
utmost,adj.最远的；极度的，极端的n.极限，极度；最大可能
deduct,vt.扣除；演绎
image,n.形象；肖像，影像，图像
fatigued,adj.疲乏的
ribbon,n.缎带，丝带；带，带状物
portray,vt.描写，描绘；扮演，饰演
mainland,n.大陆，本土
profound,adj.深的，深刻的，意义深远的；渊博的，造诣深的
homogeneous,adj.同种类的，同性质的，有相同特征的
affirm,vt.断言，肯定；证实，宣誓说实话
marble,n.大理石，云石
necessity,n.必需品；必要性，需要
fog,n.雾
frame,n.框架；骨架vt.装框子
industrialize,vt.使工业化
origin,n.起源，由来；出身，来历
vocal,adj.嗓音的，发声的；直言不讳的n.声乐节目
clash,vi.冲突，碰撞n.冲突，碰撞
overturn,vi.翻倒，倾覆vt.推翻n.翻倒，倾覆
precaution,n.预防；谨慎；警惕
burden,n.担子，负担，重担
clasp,v.扣住，钩住；紧握，紧抱n.握手；拥抱；扣子，钩子
hover,vi.翱翔，盘旋A；逗留在近旁；徘徊；彷徨，犹豫
random,adj.随机的，随意的<n.随机，随意
dine,vi.吃饭，进餐A
personality,n.人格，个性；人物
alert,adj.警惕的；机灵的
sanction,vt.批准，认可n.批准，认可；约束因素，约束力
rate,n.速率，比率；等级；价格，费用vt.估价；评级，评价
plot,vi.密谋，策划n.秘密计划；小块土地；情节vt.标绘，绘制
deduce,vt.演绎，推断
mosaic,n.马赛克<；镶嵌画
oak,adj.橡木的n.栎树，橡树，橡木
prosperity,n.繁荣，兴旺
contrary,adj.相反的，矛盾的，对抗的n.矛盾，反对；相反，反面；对立物，对立面
contend,vi.竞争；斗争vt.坚决主张
digital,adj.数字的<
oar,n.桨橹
rehearse,v.排练；预演
gamble,vi.赌博n.投机，冒险；赌博
specification,n.详述；说明书；规格，规范A
counter,adv.相反adj.相反的v.抵制，反对；反击n.柜台；计数器，计算器
rhythm,n.节奏，韵律
layman,n.普通信徒；门外汉，外行
tease,v.戏弄，取笑；挑逗，招惹n.戏弄他人者；戏弄，挑逗
rash,adj.鲁莽的，轻率的n.疹，皮疹；一连串令人不快的事物
management,n.经营，管理；管理部门
publish,vt.出版，刊印；公布，发布
correspondent,n.记者；通讯员
cylinder,n.圆筒，圆柱体；汽缸
renew,v.更新，恢复，重新开始，继续<
withdraw,vt.收回，撤销<；缩回，退出A；提取
assign,vt.分配，委派；指定
straightforward,adv.坦率地adj.正直的，坦率的；简单的；易懂的
decade,n.十年
congress,n.大会；国会，议会
divine,adj.神的，神圣的A；非凡的，超人的；神授的，天赐的；极好的，极美的n.牧师
welfare,n.福利<；安宁，幸福
foul,adj.难闻的，发臭的；令人厌恶的，糟透了的；下流的，辱骂性的；恶劣的，有暴风雨的v.对…犯规；弄脏，弄污n.犯规
flourish,vi.繁荣，茂盛；兴旺
intricate,adj.错综复杂的，复杂精细的
astronaut,n.宇航员
agony,n.苦恼；痛苦
vessel,n.容器，器皿；船，舰；管；血管
contemplate,vt.盘算，预期；思量，对…周密考虑；注视，凝视
drag,vt.拖，拖曳
zinc,n.锌
likely,adv.大概，多半Aadj.很可能的；有希望的
issue,vi.流出，放出vt.发行，发表；颁布<n.发行，期号；问题；争论点，争端
literally,adv.照字面意义；逐字地；确实地，真正地A
lower,adj.较低的，下级的；下游的vt.使降低；放低
index,n.索引；标志A；指数vt.附以索引，编入索引
doorway,n.门口
fry,v.油煎，油炸
odd,adj.奇数的；单的；奇怪的，古怪的；临时的；不固定的；带零头的，余的
conservation,n.保存；保护；保守<；守恒，不灭
supplement,n.增补，补充；增刊vt.增补，补充
contrast,vi.和…形成对照vt.使与…对比，使与…对照<n.对照，对比，差异
brittle,adj.易碎的；脆的
occurrence,n.发生，出现；事件，事故，发生的事情
amplify,vt.放大；增强<
inflation,n.通货膨胀
disposal,n.处理，处置；布置，安排
whirl,v.旋转，打转n.旋转，急转A<
settlement,n.解决；决定；调停；居留区，住宅区A
recede,vi.退，退去；渐渐远去；向后倾斜，缩A
delegate,n.代表vt.委派…为代表，授权
literature,n.文学，文学作品；文献
sphere,n.球；球体；范围；领域
tumour,n.肿瘤，肿块
digest,vi.消化vt.吸收，领悟n.摘要，文摘
dependence,n.依靠，依赖；信任
ability,n.能力，智能；
belief,n.信仰，信条A；相信，信念
veto,n.否决权vt.否决
vest,n.背心，马甲；汗衫，内衣
lantern,n.提灯；灯笼
disposition,n.处理；天性；气质；排列，部署
slender,adj.修长的，苗条的；细长的；微小的；微薄的
oral,adj.口头的
compensate,v.补偿，赔偿，弥补
transaction,n.办理，处理；交易；事务
conscious,adj.意识到的，自觉的；有意识的
fur,n.毛，毛皮
pants,n.长裤，便裤；内裤
certify,vt.证明；保证；发证书给
smog,n.烟雾<
solitary,adj.单独的，独自的；单个的，唯一的；孤独的，隐居的
locker,n.储物柜，有锁的橱柜
